category,impact,id,description,help,helpUrl,tags,html,target,failureSummary
warning,moderate,region,"Ensure all page content is contained by landmarks","All page content should be contained by landmarks","https://dequeuniversity.com/rules/axe/4.10/region?application=axeAPI","cat.keyboard;best-practice","<div class=\"coffee-form-wrapper hide-form\"><form id=\"coffee-form\" action=\"#\"><div id=\"coffee-form-inner\"><label for=\"coffee-q\" class=\"visually-hidden\">Query</label><input id=\"coffee-q\" type=\"text\" autocomplete=\"off\"><div id=\"coffee-results\"></div></div></form></div>",".coffee-form-wrapper","Fix any of the following:\n  Some page content is not contained by landmarks"
