category,impact,id,description,help,helpUrl,tags,html,target,failureSummary
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<small>Join</small>",".border-x-0.border-b.border-t-0:nth-child(25) > .views-field-nid[headers=\"view-nid-table-column\"] > .btn-small.btn-secondary-outline.btn-md-teal > small","Fix any of the following:\n  Element has insufficient color contrast of 3.96 (foreground color: #ffffff, background color: #0489ba, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<small>Join</small>",".border-x-0.border-b.border-t-0:nth-child(26) > .views-field-nid[headers=\"view-nid-table-column\"] > .btn-small.btn-secondary-outline.btn-md-teal > small","Fix any of the following:\n  Element has insufficient color contrast of 3.96 (foreground color: #ffffff, background color: #0489ba, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<small>Join</small>",".border-x-0.border-b.border-t-0:nth-child(27) > .views-field-nid[headers=\"view-nid-table-column\"] > .btn-small.btn-secondary-outline.btn-md-teal > small","Fix any of the following:\n  Element has insufficient color contrast of 3.96 (foreground color: #ffffff, background color: #0489ba, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<small>Join</small>",".border-x-0.border-b.border-t-0:nth-child(28) > .views-field-nid[headers=\"view-nid-table-column\"] > .btn-small.btn-secondary-outline.btn-md-teal > small","Fix any of the following:\n  Element has insufficient color contrast of 3.96 (foreground color: #ffffff, background color: #0489ba, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<small>Join</small>",".border-x-0.border-b.border-t-0:nth-child(29) > .views-field-nid[headers=\"view-nid-table-column\"] > .btn-small.btn-secondary-outline.btn-md-teal > small","Fix any of the following:\n  Element has insufficient color contrast of 3.96 (foreground color: #ffffff, background color: #0489ba, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<small>Join</small>",".border-x-0.border-b.border-t-0:nth-child(30) > .views-field-nid[headers=\"view-nid-table-column\"] > .btn-small.btn-secondary-outline.btn-md-teal > small","Fix any of the following:\n  Element has insufficient color contrast of 3.96 (foreground color: #ffffff, background color: #0489ba, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<small>Join</small>",".border-x-0.border-b.border-t-0:nth-child(31) > .views-field-nid[headers=\"view-nid-table-column\"] > .btn-small.btn-secondary-outline.btn-md-teal > small","Fix any of the following:\n  Element has insufficient color contrast of 3.96 (foreground color: #ffffff, background color: #0489ba, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<small>Join</small>",".border-x-0.border-b.border-t-0:nth-child(32) > .views-field-nid[headers=\"view-nid-table-column\"] > .btn-small.btn-secondary-outline.btn-md-teal > small","Fix any of the following:\n  Element has insufficient color contrast of 3.96 (foreground color: #ffffff, background color: #0489ba, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<small>Join</small>",".border-x-0.border-b.border-t-0:nth-child(33) > .views-field-nid[headers=\"view-nid-table-column\"] > .btn-small.btn-secondary-outline.btn-md-teal > small","Fix any of the following:\n  Element has insufficient color contrast of 3.96 (foreground color: #ffffff, background color: #0489ba, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
error,serious,color-contrast,"Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds","Elements must meet minimum color contrast ratio thresholds","https://dequeuniversity.com/rules/axe/4.10/color-contrast?application=axeAPI","cat.color;wcag2aa;wcag143;TTv5;TT13.c;EN-301-549;EN-9.1.4.3;ACT","<small>Join</small>",".border-x-0.border-b.border-t-0:nth-child(34) > .views-field-nid[headers=\"view-nid-table-column\"] > .btn-small.btn-secondary-outline.btn-md-teal > small","Fix any of the following:\n  Element has insufficient color contrast of 3.96 (foreground color: #ffffff, background color: #0489ba, font size: 8.4pt (11.2px), font weight: normal). Expected contrast ratio of 4.5:1"
